1296,19-42,the slave
1297,19-43,the servant
1298,19-44,the freeman
1299,19-445,to liberate
1300,19-45,to command or order
1301,19-46,to obey
1302,19-47,to permit
1303,19-51,the friend
1304,19-52,the enemy
1305,19-54,the neighbour
1306,19-55,the stranger
1307,19-56,the guest
1308,19-565,to invite
1309,19-57,the host
1310,19-58,to help
1311,19-59,to prevent
1312,19-61,the custom
1313,19-62,the quarrel
1314,19-63,the plot
1315,19-65,to meet
1316,19-72,the prostitute
1317,h20,Warfare and hunting
1318,20-11,to fight
1319,20-13,the war or battle
1320,20-14,the peace
1321,20-15,the army
1322,20-17,the soldier
1323,20-21,the weapons
1324,20-22,the club
1325,20-222,the battle-axe
1326,20-23,the sling
1327,20-24,the bow
1328,20-25,the arrow
1329,20-26,the spear
1330,20-27,the sword
1331,20-28,the gun
1332,20-31,the armour
1333,20-33,the helmet
1334,20-34,the shield
1335,20-35,the fortress
1336,20-36,the tower
1337,20-41,the victory
1338,20-42,the defeat
1339,20-43,the attack
1340,20-44,to defend
1341,20-45,to retreat
1342,20-46,to surrender
1343,20-47,the captive or prisoner
1344,20-471,the guard
1345,20-48,the booty
1346,20-49,the ambush
1347,20-51,the fisherman
1348,20-52,the fishhook
1349,20-53,the fishing line
1350,20-54,the fishnet
1351,20-55,the fish trap
1352,20-56,the bait
1353,20-61,to hunt
1354,20-62,to shoot
1355,20-63,to miss
1356,20-64,the trap
1357,20-65,to trap
1358,h21,Law
1359,21-11,the law
1360,21-15,the court
1361,21-16,to adjudicate
1362,21-17,the judgment
1363,21-18,the judge
1364,21-21,the plaintiff
1365,21-22,the defendant
1366,21-23,the witness
1367,21-24,to swear
1368,21-25,the oath
1369,21-31,to accuse
1370,21-32,to condemn
1371,21-33,to convict
1372,21-34,to acquit
1373,21-35,guilty
1374,21-36,innocent
1375,21-37,the penalty or punishment
1376,21-38,the fine
1377,21-39,the prison
1378,21-42,the murder
1379,21-43,the adultery
1380,21-44,the rape
1381,21-46,the arson
1382,21-47,the perjury
1383,21-51,to steal
1384,21-52,the thief
1385,h22,Religion and belief
1386,22-11,the religion
1387,22-12,the god
1388,22-13,the temple
1389,22-131,the church
1390,22-132,the mosque
1391,22-14,the altar
1392,22-15,the sacrifice
1393,22-16,to worship
1394,22-17,to pray
1395,22-18,the priest
1396,22-19,holy
1397,22-22,to preach
1398,22-23,to bless
1399,22-24,to curse
1400,22-26,to fast
1401,22-31,the heaven
1402,22-32,the hell
1403,22-35,the demon
1404,22-37,the idol
1405,22-42,the magic
1406,22-43,the sorcerer or witch
1407,22-44,the fairy or elf
1408,22-45,the ghost
1409,22-47,the omen
1410,22-5,the circumcision
1411,22-51,the initiation ceremony
1412,h23,Modern world
1413,23-1,the radio
1414,23-11,the television
1415,23-12,the telephone
1416,23-13,the bicycle
1417,23-135,the motorcycle
1418,23-14,the car
1419,23-15,the bus
1420,23-155,the train
1421,23-16,the airplane
1422,23-17,the electricity
1423,23-175,the battery
1424,23-18,to brake
1425,23-185,the motor
1426,23-19,the machine
1427,23-195,the petroleum
1428,23-2,the hospital
1429,23-21,the nurse
1430,23-22,the pill or tablet
1431,23-23,the injection
1432,23-24,the spectacles/glasses
1433,23-3,the government
1434,23-31,the president
1435,23-32,the minister
1436,23-33,the police
1437,23-34,the driver's license
1438,23-35,the license plate
1439,23-36,the birth certificate
1440,23-37,the crime
1441,23-38,the election
1442,23-385,the address
1443,23-39,the number
1444,23-395,the street
1445,23-4,the post/mail
1446,23-41,the postage stamp
1447,23-42,the letter
1448,23-43,the postcard
1449,23-44,the bank
1450,23-5,the tap/faucet
1451,23-51,the sink
1452,23-52,the toilet
1453,23-53,the mattress
1454,23-54,the tin/can
1455,23-55,the screw
1456,23-555,the screwdriver
1457,23-56,the bottle
1458,23-565,the candy/sweets
1459,23-57,the plastic
1460,23-575,the bomb
1461,23-58,the workshop
1462,23-59,the cigarette
1463,23-6,the newspaper
1464,23-61,the calendar
1465,23-62,the film/movie
1466,23-63,the music
1467,23-64,the song
1468,23-9,the tea
1469,23-91,the coffee
1470,h24,Miscellaneous function words
1471,24-01,to be
1472,24-02,to become
1473,24-03,without
1474,24-04,with
1475,24-05,through
1476,24-06,not
1477,24-07,this
1478,24-08,that
1479,24-09,here
1480,24-1,there
1481,24-11,other
1482,24-12,next
1483,24-13,same
1484,24-14,nothing
